Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 3,0.6172727272727273,0.5473100937591512,0.40198863636363635,9.181818181818182,1100,42,C
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 3,0.76,0.6377397882349882,0.5877342419080068,6.127272727272727,1100,42,C
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 3,0.57,0.5177190650271407,0.3489739739739739,10.881818181818181,1100,42,C
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 3,0.72,0.6153556114285129,0.5389221556886228,7.2727272727272725,1100,42,C
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 3,0.5890909090909091,0.5215353907569477,0.359278350515464,9.99090909090909,1100,42,C
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mes 3,0.6563636363636364,0.5512693576686775,0.4228206551915603,8.818181818181818,1100,42,C
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.851,0.8505143210290234,0.702,4.47,1000,42,C
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.788,0.7863454592363261,0.5760000000000001,6.36,1000,42,C
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.852,0.8519905273937531,0.704,4.44,1000,42,C
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.761,0.7603767399004812,0.522,7.17,1000,42,C
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.851,0.8507957393671937,0.702,4.47,1000,42,C
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.729,0.7289932248306208,0.45799999999999996,8.13,1000,42,C
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mes 3,0.782,0.7819860471070148,0.5640000000000001,6.54,1000,42,C
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 3,0.6745454545454546,0.5887367954971034,0.4724008574490889,7.890909090909091,1100,35,C
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 3,0.6154545454545455,0.5498096985966529,0.3997678018575852,9.4,1100,35,C
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 3,0.7236363636363636,0.6104901359392289,0.5292792792792793,7.281818181818182,1100,35,C
NaiveBayes,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mes 3,0.5363636363636364,0.4892183650099595,0.299800299550674,11.845454545454546,1100,35,C
