Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group
RandomForest,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.669025952140209,0.5592638859990129,0.43672282437222776,9.278732726659927,2967,20,C
NaiveBayes,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.3828783282777216,0.3544996568844589,0.11634019566301201,16.565554432086284,2967,20,C
LogisticRegression,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.5251095382541288,0.47348033978499116,0.260056533374869,12.999662959218066,2967,20,C
MLP,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.47792382878328277,0.43408228457419584,0.19408549609807157,14.472531176272328,2967,20,C
DecisionTree,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.5706100438153017,0.4952100030058017,0.29309318182668254,12.045837546343108,2967,20,C
SVM,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.7633048008931894,0.7632126764544502,0.5264844016259216,7.100855973204317,2687,20,C
kNN,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.7365091179754373,0.7363250194596536,0.4732950854983634,7.904726460736882,2687,20,C
RandomForest,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.7845180498697432,0.7843717087113096,0.5688754125862965,6.464458503907704,2687,20,C
NaiveBayes,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.5965761071827317,0.5962615589165141,0.19282565392387574,12.10271678451805,2687,20,C
LogisticRegression,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.6873836992928917,0.6873306492098903,0.3746737724702197,9.378489021213248,2687,20,C
MLP,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.6888723483438779,0.6888254133605213,0.37792106802311154,9.333829549683662,2687,20,C
DecisionTree,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.6873836992928917,0.687099357197042,0.3744904231420918,9.378489021213248,2687,20,C
SVM,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.448938321536906,0.4102000999395535,0.1533858318836372,14.991573980451635,2967,7,C
kNN,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.4189416919447253,0.3826817207406649,0.12687061673553124,15.638692281766094,2967,7,C
RandomForest,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.48129423660262893,0.39901107045661827,0.1434100332658812,14.600606673407482,2967,7,C
NaiveBayes,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.33602965958881026,0.32074775587753174,0.08087149570847219,17.269969666329626,2967,7,C
LogisticRegression,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.39737108190091003,0.3710193568127837,0.0996257631122931,16.036400404448937,2967,7,C
MLP,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.4256825075834176,0.3858177199314597,0.10041380017166945,15.68587799123694,2967,7,C
DecisionTree,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.4280417930569599,0.3732191571048305,0.09035989055410365,15.95551061678463,2967,7,C
SVM,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.6196501674730183,0.619269171344498,0.23894394414645814,11.410494975809453,2687,7,C
kNN,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.6177893561592854,0.6149682666652156,0.23675308162904618,11.466319315221437,2687,7,C
RandomForest,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.6211388165240045,0.6211110557051516,0.24222211141030336,11.365835504279866,2687,7,C
NaiveBayes,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5601042054335691,0.5599578694651717,0.11999816021736032,13.196873836992928,2687,7,C
LogisticRegression,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5612206922218087,0.5605874973039289,0.12193509637038469,13.163379233345738,2687,7,C
MLP,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5522887979158914,0.5518714531393292,0.10417521740467905,13.43133606252326,2687,7,C
DecisionTree,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5950874581317455,0.5943700743700744,0.18965088076725845,12.147376256047636,2687,7,C
SVM,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.5342096393663633,0.4783670913733629,0.26921429728606916,12.68958543983822,2967,14,C
kNN,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.48432760364004046,0.442105340864081,0.22015803296442016,13.832153690596563,2967,14,C
RandomForest,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.586113919784294,0.4904500636111044,0.3008776743739807,11.533535557802495,2967,14,C
NaiveBayes,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.36703741152679475,0.34754676546410784,0.1164188808289005,16.616110549376476,2967,14,C
LogisticRegression,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.48230535894843274,0.4436373269851153,0.2066092221664162,13.576002696326256,2967,14,C
MLP,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.502190765082575,0.4415577146635678,0.19745445841541598,13.69396697000337,2967,14,C
DecisionTree,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.4883720930232558,0.42377155033010033,0.17191033278536827,14.189416919447254,2967,14,C
SVM,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6914774841831038,0.6911611154576875,0.3826619452918032,9.255675474506885,2687,14,C
kNN,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6918496464458503,0.6915553411302799,0.3840701320374137,9.244510606624488,2687,14,C
RandomForest,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.7093412727949386,0.7092057830517258,0.4185102724780162,8.719761816151841,2687,14,C
NaiveBayes,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.5958317826572386,0.5955951319780746,0.19138794165520845,12.125046520282844,2687,14,C
LogisticRegression,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6330480089318943,0.6330162408107994,0.2662666471697319,11.008559732043171,2687,14,C
MLP,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6378861183475996,0.6359091266738293,0.2749106621608317,10.863416449572014,2687,14,C
DecisionTree,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6200223297357648,0.6200012770845462,0.24000350158970507,11.399330107927057,2687,14,C
SVM,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.5540950455005056,0.4920238143731061,0.29906414889762634,12.069430401078531,2967,28,C
kNN,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.4863498483316481,0.4458546288828247,0.22884569403082566,13.690596562184025,2967,28,C
RandomForest,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.6204920795416246,0.5141905787652531,0.35293685848673806,10.50556117290192,2967,28,C
NaiveBayes,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.354566902595214,0.33606033944690833,0.10352340646289981,16.993596225143243,2967,28,C
LogisticRegression,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.508257499157398,0.4600491117185987,0.23561174326700995,13.198517020559487,2967,28,C
MLP,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.48870913380519043,0.4388890203485407,0.205514240127882,13.865857768790024,2967,28,C
DecisionTree,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.5325244354566903,0.4449737161164544,0.22899344184404768,12.962588473205258,2967,28,C
SVM,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.7085969482694455,0.7081597519153776,0.4168502243852791,8.742091551916635,2687,28,C
kNN,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.698920729438035,0.6987162562132115,0.39815397001931696,9.03237811685895,2687,28,C
RandomForest,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.7372534425009304,0.7370899787678713,0.47432100352813256,7.882396724972088,2687,28,C
NaiveBayes,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.5932266468180126,0.5932083918253598,0.18660617177510053,12.20320059545962,2687,28,C
LogisticRegression,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.6609601786378861,0.6609449633603868,0.32204777903670323,10.171194640863417,2687,28,C
MLP,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.6468180126535169,0.6443905986666546,0.2926874190566089,10.595459620394491,2687,28,C
DecisionTree,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.6620766654261258,0.6618405616798948,0.32389702866694603,10.137700037216227,2687,28,C
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5847657566565554,0.519661120386421,0.34853326846012567,11.001011122345805,2967,42,C
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5257836198179979,0.47880445756619516,0.28165159069082657,12.46376811594203,2967,42,C
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.6535220761712167,0.5335464367330717,0.4101627774800731,9.295584765756656,2967,42,C
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.35995955510616784,0.3428406428406428,0.11096277167562885,16.82844624199528,2967,42,C
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5561172901921132,0.4993078805926372,0.30373470659415014,11.884057971014492,2967,42,C
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5247724974721941,0.4714845614818768,0.2598709351434588,12.686215032018874,2967,42,C
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5392652510953826,0.4574289298212472,0.24526392945778652,12.537917087967644,2967,42,C
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7525120952735392,0.7524852182067643,0.5051487263676879,7.424637141793822,2687,42,C
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7357647934499442,0.735628542699752,0.47177358172935824,7.927056196501675,2687,42,C
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7681429103088947,0.7681057813798473,0.5362193365391621,6.95571269073316,2687,42,C
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.5995534052847041,0.5994508265310081,0.19938480930916214,12.013397841458875,2687,42,C
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7100855973204317,0.710044473257519,0.42033184851224803,8.697432080387049,2687,42,C
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.6724972087830294,0.6721044136163699,0.3446541263985854,9.825083736509118,2687,42,C
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.6836620766654261,0.6836083950338175,0.3672294126186747,9.490137700037216,2687,42,C
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5473542298618133,0.4909969370015757,0.2982476625021332,11.880687563195147,2967,35,C
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5197168857431749,0.47011851458315085,0.2714642328695295,12.544657903606335,2967,35,C
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.6420626895854399,0.5297991007853998,0.39039766540759024,9.565217391304348,2967,35,C
NaiveBayes,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.3636670037074486,0.35346346434704395,0.12286038818587608,16.68014829794405,2967,35,C
LogisticRegression,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5331985170205595,0.4842661986368382,0.2767014249842378,12.40984159083249,2967,35,C
MLP,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.4806201550387597,0.43659792338947695,0.20548168730662264,13.906302662622178,2967,35,C
DecisionTree,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5513987192450287,0.4768966474888932,0.2682989328749159,12.21772834512976,2967,35,C
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.7234834387793078,0.7234736339242294,0.44706375669310805,8.295496836620767,2687,35,C
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.7268328991440268,0.7266629524300532,0.45393890563958594,8.195013025679197,2687,35,C
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.753628582061779,0.7534753058701569,0.5070828673309118,7.391142538146632,2687,35,C
NaiveBayes,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6110904354298474,0.610613893822233,0.22270334134183511,11.667286937104578,2687,35,C
LogisticRegression,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6881280238183848,0.6879454149149415,0.37655991122294385,9.356159285448456,2687,35,C
MLP,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6676590993673241,0.6675778812045376,0.33554468509905944,9.970227018980275,2687,35,C
DecisionTree,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6728693710457759,0.6726951099100972,0.345528168048142,9.813918868626722,2687,35,C
SVM,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5817323896191439,0.5199709469271584,0.3454821692385168,11.584091675092687,2967,35,C
kNN,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5237613751263903,0.48057509994049646,0.28345080202140605,12.73340074148972,2967,35,C
RandomForest,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.664644421975059,0.5553092691686312,0.4289048527800159,9.46747556454331,2967,35,C
NaiveBayes,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.35827435119649476,0.3411396237399342,0.1069199551212563,17.04752275025278,2967,35,C
LogisticRegression,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5433097404785979,0.4863409223358272,0.28071337440133026,12.56825075834176,2967,35,C
MLP,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5149983147960904,0.4679958919452125,0.25697888656984946,13.29288843950118,2967,35,C
DecisionTree,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5291540276373441,0.4520149420305035,0.22626300941182043,13.309740478597911,2967,35,C
SVM,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.7491626349088203,0.7491609325311084,0.4983396526622066,7.525120952735393,2687,35,C
kNN,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.7331596576107182,0.7330175128618199,0.4665691126693293,8.005210271678452,2687,35,C
RandomForest,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.7767026423520655,0.7765875008730299,0.5532643953219395,6.698920729438035,2687,35,C
NaiveBayes,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.5950874581317455,0.5948647450110864,0.19055912205284053,12.147376256047636,2687,35,C
LogisticRegression,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.6873836992928917,0.6873784600451422,0.3747693903261943,9.378489021213248,2687,35,C
MLP,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.6743580200967622,0.6739758205811408,0.3483818362571447,9.769259397097134,2687,35,C
DecisionTree,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mixto,0.6631931522143655,0.663181209557776,0.3263669910448571,10.104205433569035,2687,35,C
SVM,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.363265306122449,0.3530573178705052,0.10297482837528615,17.214285714285715,980,1,A
kNN,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.39387755102040817,0.36139993155168854,0.09270573566084783,16.510204081632654,980,1,A
RandomForest,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.363265306122449,0.3216589114442075,0.015595420535472915,17.683673469387756,980,1,A
NaiveBayes,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.36020408163265305,0.3524888816253347,0.1093543449523412,17.285714285714285,980,1,A
LogisticRegression,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.4051020408163265,0.3790002783704369,0.12253811846518647,16.193877551020407,980,1,A
MLP,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.33979591836734696,0.32639335596100927,0.06310582060617531,17.3265306122449,980,1,A
DecisionTree,A1_RS,Rescaled Range,All-16,3class,Mes 1,0.36020408163265305,0.3283861200315817,0.03388007698016371,17.622448979591837,980,1,A
SVM,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5545454545454546,0.5513730875873298,0.10565395943087075,13.363636363636363,880,1,A
kNN,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5579545454545455,0.5555295874314279,0.12010857272110387,13.261363636363637,880,1,A
RandomForest,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5625,0.5623728485161623,0.12483726312744103,13.125,880,1,A
NaiveBayes,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5727272727272728,0.5689848321427269,0.14173064951234693,12.818181818181818,880,1,A
LogisticRegression,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5852272727272727,0.5843249615966477,0.1689607352058452,12.443181818181818,880,1,A
MLP,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5625,0.5615482471635873,0.12786507135649416,13.125,880,1,A
DecisionTree,A1_RS,Rescaled Range,All-16,2class,Mes 1,0.5465909090909091,0.5432733894832689,0.08962684864450032,13.602272727272727,880,1,A
SVM,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.40816326530612246,0.3671847563268944,0.09981248733022507,16.571428571428573,980,1,A
kNN,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.376530612244898,0.34420224686883144,0.06126147594441378,17.428571428571427,980,1,A
RandomForest,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.4142857142857143,0.3718399749209154,0.08278003156755065,16.70408163265306,980,1,A
NaiveBayes,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.3806122448979592,0.3463613322249952,0.07939210102760919,17.387755102040817,980,1,A
LogisticRegression,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.38979591836734695,0.36989798013996095,0.0913206891846634,17.377551020408163,980,1,A
MLP,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.3122448979591837,0.3029817804485833,0.02396207679213158,18.612244897959183,980,1,A
DecisionTree,A2_Higuchi,Higuchi,All-16,3class,Mes 1,0.4153061224489796,0.37585182386307575,0.0889415276786294,16.377551020408163,980,1,A
SVM,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5738636363636364,0.5737970421514725,0.14894055994553224,12.784090909090908,880,1,A
kNN,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5420454545454545,0.5405021255534148,0.08765358414455948,13.738636363636363,880,1,A
RandomForest,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5261363636363636,0.5256898604187051,0.05139075586805908,14.215909090909092,880,1,A
NaiveBayes,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5420454545454545,0.541049204173833,0.08708993183549907,13.738636363636363,880,1,A
LogisticRegression,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5545454545454546,0.5538794998732612,0.10787437414656342,13.363636363636363,880,1,A
MLP,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5329545454545455,0.5300653942952475,0.06259719256049268,14.011363636363637,880,1,A
DecisionTree,A2_Higuchi,Higuchi,All-16,2class,Mes 1,0.5272727272727272,0.5267226890756302,0.05348943035618248,14.181818181818182,880,1,A
SVM,A3_DFA,DFA,All-16,3class,Mes 1,0.37857142857142856,0.3587183636428473,0.07864023712486101,17.346938775510203,980,1,A
kNN,A3_DFA,DFA,All-16,3class,Mes 1,0.40408163265306124,0.37976378271245403,0.09607803497422407,16.79591836734694,980,1,A
RandomForest,A3_DFA,DFA,All-16,3class,Mes 1,0.3826530612244898,0.343314273790382,0.04191713528537244,17.520408163265305,980,1,A
NaiveBayes,A3_DFA,DFA,All-16,3class,Mes 1,0.3795918367346939,0.36174012402432054,0.10644015740474133,17.224489795918366,980,1,A
LogisticRegression,A3_DFA,DFA,All-16,3class,Mes 1,0.3806122448979592,0.35583428286568863,0.09553958059650669,17.285714285714285,980,1,A
MLP,A3_DFA,DFA,All-16,3class,Mes 1,0.3663265306122449,0.34866136713186674,0.08497419921334659,17.418367346938776,980,1,A
DecisionTree,A3_DFA,DFA,All-16,3class,Mes 1,0.37142857142857144,0.3388713029461421,0.02753972447388431,17.887755102040817,980,1,A
SVM,A3_DFA,DFA,All-16,2class,Mes 1,0.5704545454545454,0.5702747533833887,0.14058947542474465,12.886363636363637,880,1,A
kNN,A3_DFA,DFA,All-16,2class,Mes 1,0.5363636363636364,0.5337409290897663,0.07718879796027467,13.909090909090908,880,1,A
RandomForest,A3_DFA,DFA,All-16,2class,Mes 1,0.5,0.4986300376545416,-0.0021118886910431733,15.0,880,1,A
NaiveBayes,A3_DFA,DFA,All-16,2class,Mes 1,0.5806818181818182,0.5797696187100356,0.15985345559166264,12.579545454545455,880,1,A
LogisticRegression,A3_DFA,DFA,All-16,2class,Mes 1,0.5704545454545454,0.5700192343488242,0.1400562541363336,12.886363636363637,880,1,A
MLP,A3_DFA,DFA,All-16,2class,Mes 1,0.5579545454545455,0.5568965673463628,0.11891279728199322,13.261363636363637,880,1,A
DecisionTree,A3_DFA,DFA,All-16,2class,Mes 1,0.4954545454545455,0.4934030370923575,-0.01185050136736554,15.136363636363637,880,1,A
SVM,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.3826530612244898,0.35336188395858303,0.07236463313890895,17.285714285714285,980,1,A
kNN,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.3846938775510204,0.3482250825825461,0.0582089171649689,17.1734693877551,980,1,A
RandomForest,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.3479591836734694,0.3147162598515654,-0.010566880543255053,18.418367346938776,980,1,A
NaiveBayes,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.4010204081632653,0.37381938813225846,0.11562680638059752,16.928571428571427,980,1,A
LogisticRegression,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.3846938775510204,0.36234172212921195,0.09183397469786214,17.357142857142858,980,1,A
MLP,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.37857142857142856,0.358907795843633,0.08173627266349093,17.56122448979592,980,1,A
DecisionTree,A4_Semivariograma,Semivariograma,All-16,3class,Mes 1,0.3704081632653061,0.33404929577464787,0.01861301547730343,17.775510204081634,980,1,A
SVM,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5818181818181818,0.580863433751469,0.16642642395288498,12.545454545454545,880,1,A
kNN,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5670454545454545,0.5645210939965788,0.13831033986471197,12.988636363636363,880,1,A
RandomForest,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5181818181818182,0.5175438596491229,0.03516756309474556,14.454545454545455,880,1,A
NaiveBayes,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5852272727272727,0.5852267371213031,0.17112244265984022,12.443181818181818,880,1,A
LogisticRegression,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5602272727272727,0.5592705757202813,0.11887069732784128,13.193181818181818,880,1,A
MLP,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5511363636363636,0.5505786493828214,0.10465906983453199,13.465909090909092,880,1,A
DecisionTree,A4_Semivariograma,Semivariograma,All-16,2class,Mes 1,0.5261363636363636,0.5261210653753027,0.052683752917122684,14.215909090909092,880,1,A
