Month,Model,Params,Pooled_Accuracy,Patient_Accuracy_Mean,Patient_Accuracy_Std,Pooled_Baseline,Patient_Baseline
Mes 3,DecisionTree,"max_depth=None, min_samples_split=10, max_features=None, criterion=gini",0.7181818181818181,0.7181818181818181,0.061991734986299334,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=5, max_features=log2, criterion=entropy",0.6736363636363636,0.6736363636363636,0.1125732085032992,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=10, max_features=log2, criterion=entropy",0.6736363636363636,0.6736363636363636,0.10153369346719791,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=5, max_features=None, criterion=entropy",0.7281818181818182,0.7281818181818182,0.08077107738633156,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=20, max_features=log2, criterion=entropy",0.6890909090909091,0.6890909090909091,0.08374498874855658,0.72,0.72
Mes 3,DecisionTree,"max_depth=20, min_samples_split=5, max_features=sqrt, criterion=entropy",0.6927272727272727,0.6927272727272727,0.0667176113887592,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=2, max_features=None, criterion=gini",0.7190909090909091,0.7190909090909091,0.057596487496207834,0.72,0.72
Mes 3,DecisionTree,"max_depth=None, min_samples_split=2, max_features=sqrt, criterion=gini",0.6963636363636364,0.6963636363636363,0.08678842898081908,0.72,0.72
Mes 3,DecisionTree,"max_depth=20, min_samples_split=20, max_features=None, criterion=gini",0.7218181818181818,0.7218181818181818,0.06294428862950459,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=2, max_features=None, criterion=entropy",0.73,0.7300000000000001,0.08344840539900307,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=20, max_features=log2, criterion=gini",0.6763636363636364,0.6763636363636364,0.07493247649089045,0.72,0.72
Mes 3,DecisionTree,"max_depth=20, min_samples_split=2, max_features=sqrt, criterion=entropy",0.6954545454545454,0.6954545454545454,0.07035917298505215,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=5, max_features=None, criterion=entropy",0.7354545454545455,0.7354545454545455,0.07979312093633341,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=10, max_features=None, criterion=gini",0.71,0.71,0.06608284307413184,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=20, max_features=None, criterion=entropy",0.7163636363636363,0.7163636363636364,0.08260230321164032,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=5, max_features=None, criterion=gini",0.7245454545454545,0.7245454545454544,0.05504318364807491,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=5, max_features=sqrt, criterion=entropy",0.6636363636363637,0.6636363636363637,0.09337562992806425,0.72,0.72
Mes 3,DecisionTree,"max_depth=None, min_samples_split=20, max_features=sqrt, criterion=entropy",0.7009090909090909,0.7009090909090909,0.0709090909090909,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=2, max_features=log2, criterion=entropy",0.7009090909090909,0.7009090909090909,0.04753424168145951,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=20, max_features=sqrt, criterion=entropy",0.6745454545454546,0.6745454545454546,0.08149430847641805,0.72,0.72
Mes 3,DecisionTree,"max_depth=None, min_samples_split=5, max_features=sqrt, criterion=gini",0.7081818181818181,0.7081818181818182,0.07292019865511085,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=2, max_features=sqrt, criterion=entropy",0.6963636363636364,0.6963636363636363,0.06865893668545164,0.72,0.72
Mes 3,DecisionTree,"max_depth=None, min_samples_split=10, max_features=None, criterion=entropy",0.7436363636363637,0.7436363636363637,0.06546717049959576,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=10, max_features=sqrt, criterion=entropy",0.6654545454545454,0.6654545454545455,0.0850668186566515,0.72,0.72
Mes 3,DecisionTree,"max_depth=10, min_samples_split=2, max_features=sqrt, criterion=gini",0.6990909090909091,0.699090909090909,0.08688360219614813,0.72,0.72
Mes 3,DecisionTree,"max_depth=5, min_samples_split=2, max_features=log2, criterion=entropy",0.6618181818181819,0.6618181818181817,0.09768392273209844,0.72,0.72
