Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group,Patient_Accuracy_Mean,Patient_Accuracy_Std,N_Patients
LogisticRegression,A6_HO,Hurst Original,All-16,3class,Mes 6,0.3686583990980834,0.3500281890239371,0.09387262189905121,17.745208568207442,887,1,A,0.3684771979808744,0.05026919690954102,4
MLP,A6_HO,Hurst Original,All-16,3class,Mes 6,0.36302142051860203,0.3508990700657368,0.10238430428537149,17.835400225479145,887,1,A,0.36285639042991985,0.04081182095543062,4
DecisionTree,A6_HO,Hurst Original,All-16,3class,Mes 6,0.3945885005636979,0.3641382981943532,0.08297909206422549,16.52762119503946,887,1,A,0.39428374685727624,0.0694565592209197,4
SVM,A6_HO,Hurst Original,All-16,2class,Mes 6,0.6022304832713755,0.6016800210348598,0.20453547465876465,11.933085501858736,807,1,A,0.6020702363256518,0.023386271675581757,4
kNN,A6_HO,Hurst Original,All-16,2class,Mes 6,0.59727385377943,0.5932768756716689,0.19435101138091504,12.0817843866171,807,1,A,0.59711986442279,0.027830591420537554,4
RandomForest,A6_HO,Hurst Original,All-16,2class,Mes 6,0.5241635687732342,0.5240751434433782,0.048296449169875966,14.275092936802974,807,1,A,0.5239741884636225,0.053910947759072625,4
NaiveBayes,A6_HO,Hurst Original,All-16,2class,Mes 6,0.5774473358116481,0.5766959496564338,0.15480771888657863,12.676579925650557,807,1,A,0.5772916757215669,0.021596509099697257,4
LogisticRegression,A6_HO,Hurst Original,All-16,2class,Mes 6,0.5811648079306072,0.5811127082411912,0.16235405393785662,12.565055762081784,807,1,A,0.5809627169916289,0.03607958600836062,4
MLP,A6_HO,Hurst Original,All-16,2class,Mes 6,0.587360594795539,0.5756608710344184,0.17506193228736577,12.37918215613383,807,1,A,0.587426296734151,0.0162543476034078,4
DecisionTree,A6_HO,Hurst Original,All-16,2class,Mes 6,0.5563816604708798,0.556380979288996,0.11276740800796003,13.308550185873607,807,1,A,0.5562206838550405,0.04371022864187657,4
SVM,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.37767756482525366,0.37068288453692366,0.14863694692804463,16.640360766629087,887,1,A,0.3772789668929375,0.07172464715064063,4
kNN,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.3652762119503946,0.3335619370336331,0.05504738188588998,17.22660653889515,887,1,A,0.3648719771881536,0.07846751646057543,4
RandomForest,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.370913190529876,0.33357799065882854,0.032098717146432976,17.576099210823,887,1,A,0.370761578941726,0.027586496420222067,4
NaiveBayes,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.34949267192784667,0.3445749579886937,0.1174798984013562,17.54227733934611,887,1,A,0.3493931115254645,0.06326040579727238,4
LogisticRegression,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.3765501691093574,0.3573034492389331,0.08972460379319303,17.33934611048478,887,1,A,0.3762140830155536,0.05878164927077784,4
MLP,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.4024802705749718,0.37468566272054665,0.11540509670875965,16.505073280721533,887,1,A,0.4018430512915807,0.10147072278936173,4
DecisionTree,A7_HRS_p64,HRS p64,All-16,3class,Mes 6,0.370913190529876,0.3425996388403077,0.06693888631247946,17.33934611048478,887,1,A,0.37071039139053846,0.032117352305523796,4
SVM,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.5947955390334573,0.5931061067466405,0.1897217181440507,12.156133828996282,807,1,A,0.594276850314531,0.07173485264385632,4
kNN,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.5687732342007435,0.5639355055091115,0.13732260244516803,12.936802973977695,807,1,A,0.5683783941387994,0.06787052567947666,4
RandomForest,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.516728624535316,0.5167100721103645,0.03344389165284689,14.49814126394052,807,1,A,0.5166333156581682,0.026833157410438166,4
NaiveBayes,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.5848822800495663,0.5844509378655431,0.16969953838924567,12.453531598513012,807,1,A,0.5846010302303277,0.04616744849678736,4
LogisticRegression,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.5675340768277571,0.567212434596206,0.1350110410530615,12.973977695167287,807,1,A,0.5670905953633115,0.06233450834802681,4
MLP,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.5774473358116481,0.5766959496564338,0.1549842012657412,12.676579925650557,807,1,A,0.5771808980722479,0.03932599615186521,4
DecisionTree,A7_HRS_p64,HRS p64,All-16,2class,Mes 6,0.5526641883519207,0.5526202231316754,0.10535173032217249,13.420074349442379,807,1,A,0.5523906892445171,0.037554958482987996,4
SVM,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.44306651634723787,0.416280613364864,0.1774564444886627,15.670800450958286,887,1,A,0.4429674723792371,0.1002812001080029,4
kNN,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.48252536640360766,0.446170917087928,0.2037624114792861,14.63359639233371,887,1,A,0.4826973701973702,0.1026982966901482,4
RandomForest,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.45208568207440814,0.4071940435863422,0.14506871864030302,15.276211950394588,887,1,A,0.45240288328523626,0.0642855034488294,4
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.4577226606538895,0.42856780310087816,0.19368360576114418,15.11837655016911,887,1,A,0.45783559974736443,0.07896373307963726,4
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.399098083427283,0.37453642376309687,0.09485637047304707,16.764374295377678,887,1,A,0.39887887516563986,0.048778456950937486,4
MLP,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.42390078917700114,0.3921731920012433,0.13779472888271704,16.36978579481398,887,1,A,0.42392396289455114,0.05651550731356339,4
DecisionTree,A8_HV,Hurst Semivariograma,All-16,3class,Mes 6,0.45434047350620066,0.40744567913819657,0.14528491962682322,15.501691093573845,887,1,A,0.454664917256829,0.08213241763531136,4
SVM,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.6344485749690211,0.6334557380078062,0.2689925598847903,10.966542750929367,807,1,A,0.6344767788894781,0.03981950243215153,4
kNN,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.6418835192069393,0.6397571844517729,0.2836317394789949,10.743494423791821,807,1,A,0.6421597494472889,0.049727003959835765,4
RandomForest,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.5762081784386617,0.5760200319528082,0.15246190601949383,12.71375464684015,807,1,A,0.5764574912276127,0.0366084036691106,4
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.620817843866171,0.6207893120393121,0.24165315448113212,11.37546468401487,807,1,A,0.6207514082180826,0.020451944499126417,4
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.5539033457249071,0.5536559285161196,0.1077559995823173,13.382899628252789,807,1,A,0.5535427079801922,0.05271840815028511,4
MLP,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.5836431226765799,0.5794058521331249,0.16749461170503466,12.490706319702602,807,1,A,0.5836010722450646,0.052779042416092825,4
DecisionTree,A8_HV,Hurst Semivariograma,All-16,2class,Mes 6,0.6022304832713755,0.6021107344563346,0.20449639017439558,11.933085501858736,807,1,A,0.6022351043269385,0.03393412482914623,4
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.5625704622322435,0.5208809012239181,0.3196709807123216,12.547914317925592,887,7,A,0.5626431539115363,0.04453361342532735,4
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.4904171364148816,0.4544495024567488,0.21643109540636052,14.723788049605412,887,7,A,0.4904817145625969,0.047389798914123434,4
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.5760992108229989,0.5097972016873057,0.2970851687145657,12.232243517474634,887,7,A,0.5762229589435472,0.04856467255032611,4
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.45434047350620066,0.43332463014715455,0.20752404334262453,15.434047350620068,887,7,A,0.4545443535333242,0.059154173875931,4
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.5343855693348365,0.4954590288640879,0.2692758803652713,13.303269447576099,887,7,A,0.5346308103661045,0.04673170155812864,4
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.45208568207440814,0.41911785826780906,0.17049845291790444,15.546786922209696,887,7,A,0.45201948124742247,0.03780184217001733,4
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 6,0.5174746335963923,0.45083603748880624,0.19716114679180408,13.7880496054115,887,7,A,0.5177625269537035,0.05607651701010885,4
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.6728624535315985,0.6726407788472176,0.3457681040147891,9.814126394052044,807,7,A,0.6728895526734411,0.04579438312261047,4
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.6480793060718711,0.6475592352926702,0.29609267984053755,10.557620817843866,807,7,A,0.6480003955180418,0.038309644990104995,4
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.677819083023544,0.677759211706454,0.3556609220110799,9.66542750929368,807,7,A,0.6779129686454158,0.03340605807318442,4
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.6133828996282528,0.6132112572201056,0.22672661605365962,11.598513011152416,807,7,A,0.6131239767962748,0.03828168357517889,4
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.6505576208178439,0.6505141530296329,0.30113563080022354,10.483271375464684,807,7,A,0.6506283086605412,0.017616355874997325,4
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.5811648079306072,0.5810560914173373,0.16229745832463172,12.565055762081784,807,7,A,0.5811973801638285,0.07008995365746733,4
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 6,0.61090458488228,0.6108561845790947,0.22183187259315673,11.672862453531598,807,7,A,0.6108992602508715,0.04294034587207788,4
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.6651634723788049,0.6060079555384804,0.4906054400853893,9.582863585118377,887,16,B,0.6649915581900876,0.06024195077928427,4
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.5783540022547914,0.534772917214647,0.38024869413162554,11.803833145434048,887,16,B,0.5780827355275885,0.08002891089166267,4
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.7553551296505073,0.6296410254509955,0.5820897790804971,6.978579481397971,887,16,B,0.755172707194766,0.05806299825142268,4
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.5445321307779031,0.5086239447100119,0.3369181463580717,12.61555806087937,887,16,B,0.544231980261392,0.10108764278593245,4
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.6922209695603156,0.6045184284440376,0.5103421221318785,8.59075535512965,887,16,B,0.6921369295450177,0.031279286617131356,4
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.6347237880496054,0.5653646892578811,0.43475960545595804,10.135287485907554,887,16,B,0.6343828675630147,0.0588315184623174,4
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 6,0.6279594137542277,0.539036337897818,0.39012905403434495,10.552423900789178,887,16,B,0.6277926812853284,0.09324890319065268,4
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.862453531598513,0.8624121231297606,0.7249193124902116,4.12639405204461,807,16,B,0.8621378945401125,0.06822031319028543,4
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.8178438661710037,0.8178427473531467,0.6356860541177988,5.4646840148698885,807,16,B,0.8175198628291275,0.06472888200938169,4
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.8748451053283767,0.8748420304253623,0.7496936697898529,3.7546468401486988,807,16,B,0.8745579615029105,0.05305585201798027,4
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.734820322180917,0.7337569837569837,0.4695583799689165,7.955390334572491,807,16,B,0.7342944385527226,0.09640541627819586,4
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.8513011152416357,0.8511088424496625,0.7026291708377603,4.4609665427509295,807,16,B,0.851048238713248,0.04867686038177078,4
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.8178438661710037,0.8178393908171115,0.635683816461469,5.4646840148698885,807,16,B,0.8175449195490225,0.06329157465443748,4
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 6,0.7707558859975217,0.7706149967196692,0.5415406347402847,6.877323420074349,807,16,B,0.7705630264518989,0.056420202278789265,4
SVM,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.7102593010146562,0.6143623657086104,0.5411342463988662,8.974069898534385,887,16,B,0.7101163790502025,0.06898931340815641,4
kNN,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.5986471251409244,0.5449449604481353,0.40720577302866245,11.826381059751974,887,16,B,0.5986431965292259,0.07128322052651695,4
RandomForest,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.762119503945885,0.6298243021918871,0.5995442485450189,6.93348365276212,887,16,B,0.7619257870176989,0.07004764169700284,4
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.5343855693348365,0.49381985885053375,0.32379565331354543,13.359639233370913,887,16,B,0.5341423448041096,0.10673192365981914,4
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.7170236753100339,0.61872866358519,0.5450333913697409,8.30890642615558,887,16,B,0.7169376844009197,0.04243389475773744,4
MLP,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.649379932356257,0.5552655126662347,0.4399559041178489,10.552423900789178,887,16,B,0.6493374471315648,0.04881389901309677,4
DecisionTree,B2_HO_pc,HO (per-channel),All-16,3class,Mes 6,0.6708004509582863,0.5687034632017864,0.4618333537653422,9.391206313416008,887,16,B,0.670648078736314,0.04938867422213952,4
SVM,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.8897149938042132,0.8895820682127401,0.779449291116618,3.308550185873606,807,16,B,0.8894899193606807,0.03970522832211412,4
kNN,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.8599752168525403,0.859944248623494,0.7199611837721144,4.200743494423792,807,16,B,0.8598040302274301,0.03542480652571497,4
RandomForest,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.885997521685254,0.8859833407047029,0.7720016951546829,3.420074349442379,807,16,B,0.8857654650451876,0.0573133340948374,4
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.7682775712515489,0.7677626364832526,0.5365017645053396,6.951672862453532,807,16,B,0.7678409894325693,0.10837196485834606,4
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.8847583643122676,0.8847010024196336,0.7695298225357217,3.45724907063197,807,16,B,0.8844841278464983,0.0509561351264228,4
MLP,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.8364312267657993,0.8364309756037638,0.6728639604945551,4.907063197026022,807,16,B,0.8360251306078808,0.08081970202299286,4
DecisionTree,B2_HO_pc,HO (per-channel),All-16,2class,Mes 6,0.7942998760842627,0.7942919794110782,0.5886067008568007,6.171003717472119,807,16,B,0.7939814142739999,0.06617186060663265,4
SVM,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.6651634723788049,0.6060079555384804,0.4906054400853893,9.582863585118377,887,16,B,0.6649915581900876,0.06024195077928427,4
kNN,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.5783540022547914,0.534772917214647,0.38024869413162554,11.803833145434048,887,16,B,0.5780827355275885,0.08002891089166267,4
RandomForest,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.7553551296505073,0.6296410254509955,0.5820897790804971,6.978579481397971,887,16,B,0.755172707194766,0.05806299825142268,4
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.5445321307779031,0.5086239447100119,0.3369181463580717,12.61555806087937,887,16,B,0.544231980261392,0.10108764278593245,4
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.6922209695603156,0.6045184284440376,0.5103421221318785,8.59075535512965,887,16,B,0.6921369295450177,0.031279286617131356,4
MLP,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.6347237880496054,0.5653646892578811,0.43475960545595804,10.135287485907554,887,16,B,0.6343828675630147,0.0588315184623174,4
DecisionTree,B3_HV_pc,HV (per-channel),All-16,3class,Mes 6,0.6279594137542277,0.539036337897818,0.39012905403434495,10.552423900789178,887,16,B,0.6277926812853284,0.09324890319065268,4
SVM,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.862453531598513,0.8624121231297606,0.7249193124902116,4.12639405204461,807,16,B,0.8621378945401125,0.06822031319028543,4
kNN,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.8178438661710037,0.8178427473531467,0.6356860541177988,5.4646840148698885,807,16,B,0.8175198628291275,0.06472888200938169,4
RandomForest,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.8748451053283767,0.8748420304253623,0.7496936697898529,3.7546468401486988,807,16,B,0.8745579615029105,0.05305585201798027,4
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.734820322180917,0.7337569837569837,0.4695583799689165,7.955390334572491,807,16,B,0.7342944385527226,0.09640541627819586,4
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.8513011152416357,0.8511088424496625,0.7026291708377603,4.4609665427509295,807,16,B,0.851048238713248,0.04867686038177078,4
MLP,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.8178438661710037,0.8178393908171115,0.635683816461469,5.4646840148698885,807,16,B,0.8175449195490225,0.06329157465443748,4
DecisionTree,B3_HV_pc,HV (per-channel),All-16,2class,Mes 6,0.7707558859975217,0.7706149967196692,0.5415406347402847,6.877323420074349,807,16,B,0.7705630264518989,0.056420202278789265,4
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.7147688838782412,0.6303946080665037,0.5500260667308308,8.500563697857949,887,48,B,0.7147211964307553,0.041288269873047324,4
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.6065388951521984,0.5572009821325579,0.41566639170509523,11.420518602029313,887,48,B,0.6065510039774746,0.06067098798947737,4
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.770011273957159,0.6444221791108272,0.6057391247507926,6.899661781285231,887,48,B,0.7697774064502005,0.06743137770601176,4
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.5490417136414881,0.5128834645758734,0.3450527299007057,12.559188275084555,887,48,B,0.5487872603681427,0.10015523665829819,4
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.7305524239007892,0.6300567102227344,0.5586237768061628,7.8579481397970685,887,48,B,0.7305423726379608,0.054794851558326786,4
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.6335963923337091,0.551743483319823,0.4219551760853566,10.315670800450958,887,48,B,0.6333689470638,0.07556220443396973,4
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 6,0.6550169109357384,0.5343964176451487,0.41884386281201946,9.763246899661782,887,48,B,0.6549114753158871,0.08175811373049689,4
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.8884758364312267,0.8884468882472201,0.7769609197943729,3.345724907063197,807,48,B,0.8882707096433963,0.04353310628687825,4
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.838909541511772,0.8388380238417107,0.6778027566890248,4.83271375464684,807,48,B,0.8386952359634559,0.04180090076582002,4
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.8909541511771994,0.8909499649890054,0.7819119859963762,3.2713754646840147,807,48,B,0.890684927140651,0.057576298482726,4
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.7496902106567535,0.748605884892974,0.49929969407688624,7.5092936802973975,807,48,B,0.7492452994201967,0.10415896130805825,4
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.8897149938042132,0.8896817924193576,0.7794398091137732,3.308550185873606,807,48,B,0.8894711431195796,0.047933510870113924,4
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.815365551425031,0.8152736490379076,0.6307520812669088,5.5390334572490705,807,48,B,0.8151428356180658,0.049326829907687726,4
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 6,0.815365551425031,0.8153553445646816,0.6307384739167954,5.5390334572490705,807,48,B,0.8149596223889289,0.07650298840879848,4
SVM,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.8038331454340474,0.708068511632464,0.6780110446521894,5.918827508455468,887,64,B,0.8037301761566467,0.07062415340653369,4
kNN,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.685456595264938,0.6251560915961583,0.5211676657134123,8.99661781285231,887,64,B,0.6856367747911866,0.09502815477620395,4
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.8252536640360767,0.7079541313011045,0.7012806139298813,5.2423900789177,887,64,B,0.8250662418860948,0.07098848381778494,4
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.6313416009019166,0.5777618188236621,0.43632741901004723,10.338218714768884,887,64,B,0.6312511291371585,0.10007761219472511,4
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.8331454340473506,0.7154763721811404,0.7173547491145535,4.83652762119504,887,64,B,0.8332083738333739,0.05619191447276286,4
MLP,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.7125140924464487,0.6329592723815685,0.5390113563177159,8.579481397970687,887,64,B,0.7122763572212102,0.08952507391899146,4
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 6,0.7080045095828635,0.6065602709545236,0.5128089306239476,8.523111612175875,887,64,B,0.7082223213657037,0.07705845374810921,4
SVM,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.9417596034696406,0.9417467228787983,0.8835236782061007,1.7472118959107807,807,64,B,0.9415953285407558,0.026700900866424012,4
kNN,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.909541511771995,0.9095215057479209,0.819076633918179,2.7137546468401488,807,64,B,0.9098069024417806,0.04369965590606997,4
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.9206939281288724,0.9206938063533401,0.841388586906451,2.379182156133829,807,64,B,0.920352097984162,0.05778099417465476,4
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.7980173482032218,0.7978385456289103,0.5960055405235243,6.059479553903346,807,64,B,0.797367016113376,0.11508872399912454,4
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.9553903345724907,0.9553897180762853,0.9107816281155183,1.338289962825279,807,64,B,0.9553878249984789,0.014471412561782237,4
MLP,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.8327137546468402,0.8324822518370906,0.6654588444826581,5.018587360594796,807,64,B,0.8325138829730208,0.037470146287273444,4
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 6,0.8351920693928129,0.8351880202631009,0.670380595846091,4.944237918215613,807,64,B,0.8351100387694608,0.041553658323283005,4
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.798196166854566,0.7057311090938372,0.6687591795179919,5.997745208568207,887,112,B,0.7982107858026977,0.060084568768191196,4
kNN,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.6583990980834273,0.6041356663853892,0.48705034048920504,9.785794813979708,887,112,B,0.6584757923912335,0.10699534513428967,4
RandomForest,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.8218714768883878,0.6974815862714084,0.6948545101420496,5.343855693348365,887,112,B,0.8216573801132625,0.07284689033054582,4
NaiveBayes,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.62119503945885,0.5702935277704945,0.42762873609796104,10.811724915445321,887,112,B,0.6211676861493038,0.08230632377818313,4
LogisticRegression,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.8297632468996617,0.717806790972018,0.7102116233835076,4.735062006764374,887,112,B,0.8298751270258624,0.06248623346971867,4
MLP,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.7282976324689966,0.6404086280702499,0.563737254998,8.083427282976325,887,112,B,0.7281701539054479,0.03329327303186778,4
DecisionTree,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 6,0.705749718151071,0.5869573280792895,0.5053195240099745,8.74859075535513,887,112,B,0.7057467183386301,0.06848399743104949,4
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.9281288723667905,0.9280969644832249,0.8562654694419025,2.1561338289962824,807,112,B,0.9279744622838053,0.031443048004410834,4
kNN,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.9144981412639405,0.9144981412639405,0.8289965451055662,2.5650557620817844,807,112,B,0.9145743037868317,0.026701593814595314,4
RandomForest,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.919454770755886,0.919454770755886,0.8389097888675624,2.41635687732342,807,112,B,0.9192187939162662,0.05219614894495049,4
NaiveBayes,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.7744733581164808,0.7738897236317059,0.5488906088751291,6.765799256505576,807,112,B,0.7739007640887003,0.11166747843550333,4
LogisticRegression,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.9516728624535316,0.9516725656243042,0.9033464669698765,1.449814126394052,807,112,B,0.9517355599695176,0.019370360736825694,4
MLP,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.8946716232961586,0.8944843276269703,0.7893655633653607,3.159851301115242,807,112,B,0.894593264747897,0.03091248241213122,4
DecisionTree,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 6,0.8438661710037175,0.8438544226044227,0.687726108507515,4.684014869888476,807,112,B,0.8436334163486586,0.05462089291984917,4
SVM,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mes 6,0.3979706877113867,0.37095194688491945,0.12362157521573736,15.975197294250282,887,3,C,0.39813834482952126,0.03595746920843271,4
kNN,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mes 6,0.4036076662908681,0.36116134661980154,0.09605574434966213,16.08793686583991,887,3,C,0.40383636881798646,0.05609679899090873,4
RandomForest,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mes 6,0.4464487034949267,0.3860887440181903,0.11645500284021737,15.28748590755355,887,3,C,0.4466202914732326,0.04906385575537382,4
